2010-01-04,Close,High,Low,Open,Volume,SMA_50,SMA_200,RSI,MACD,Signal_Line
2010-12-13,5907.64990234375,5913.7998046875,5795.89990234375,5882.64990234375,0,6044.742998046875,5510.269506835937,48.365297330858446,-42.2116803812969,-39.283640790661735
2010-12-14,5944.10009765625,5953.9501953125,5888.75,5928.7001953125,0,6040.757001953125,5515.3785083007815,54.91932492297317,-36.45179847568215,-38.717272327665825
2010-12-15,5892.2998046875,5942.75,5865.7998046875,5931.14990234375,0,6035.413994140625,5519.755007324219,55.91636888486019,-35.655882479039064,-38.10499435794048
2010-12-16,5948.75,5956.14990234375,5855.0498046875,5910.5498046875,0,6031.472998046875,5524.058256835938,62.44307095754402,-30.12281724330387,-36.508558935013156
2010-12-20,5947.0498046875,5985.0,5900.25,5926.85009765625,0,6026.684990234375,5528.392255859375,58.19158882337022,-25.580142770226303,-34.32287570205578
2010-12-21,6000.64990234375,6007.4501953125,5960.0498046875,5960.39990234375,0,6024.2919921875,5532.952004394531,59.37985350587883,-17.45376446380942,-30.94905345440651
2010-12-22,5984.39990234375,6023.7998046875,5958.0,6019.0,0,6021.910986328125,5537.25400390625,51.798282126432746,-12.184336850932596,-27.196110133711727
2010-12-23,5980.0,6006.4501953125,5964.60009765625,6005.89990234375,0,6018.793984375,5541.64650390625,47.38878547675318,-8.268004442613346,-23.410488995492052
2010-12-24,6011.60009765625,6017.35009765625,5940.25,5940.25,0,6017.20798828125,5546.123254394532,51.5168849628924,-2.584625056763798,-19.245316207746402
2010-12-27,5998.10009765625,6045.75,5991.10009765625,6013.2998046875,0,6012.4919921875,5550.446755371094,50.46234802252736,0.8206964000328298,-15.232113686190557
2010-12-28,5996.0,6010.89990234375,5982.25,6005.35009765625,0,6008.864990234375,5554.741755371094,51.570969288918896,3.31180147309351,-11.523330654333744
2010-12-29,6060.35009765625,6067.5498046875,6002.85009765625,6005.14990234375,0,6008.818994140625,5559.399006347656,62.82856249435186,10.35912176817601,-7.146840169831794
2010-12-30,6101.85009765625,6106.39990234375,6062.35009765625,6062.35009765625,0,6009.3369921875,5563.917756347656,82.56767970865361,19.07301519858902,-1.9028690961476311
2010-12-31,6134.5,6147.2998046875,6103.5498046875,6105.10009765625,0,6011.48099609375,5568.430756835937,80.3459289301673,28.2873339968628,4.135171522454455
2011-01-03,6157.60009765625,6178.5498046875,6147.2001953125,6177.4501953125,0,6014.99099609375,5572.9892578125,79.10111925195221,37.02690968892239,10.713519155748042
2011-01-04,6146.35009765625,6181.0498046875,6124.39990234375,6172.75,0,6015.887998046875,5577.407009277344,75.01540029906776,42.55476061929494,17.08176744845742
2011-01-05,6079.7998046875,6141.35009765625,6062.35009765625,6141.35009765625,0,6016.162998046875,5581.780007324219,72.37464952209146,41.09188814137633,21.883791587041202
2011-01-06,6048.25,6116.14990234375,6022.2998046875,6107.0,0,6015.012001953125,5585.894758300781,62.623680800081274,36.96068581874624,24.89917043338221
2011-01-07,5904.60009765625,6051.2001953125,5883.60009765625,6030.89990234375,0,6011.46400390625,5589.115759277343,46.040510789001225,21.843532976514325,24.288042942008634
2011-01-10,5762.85009765625,5907.25,5740.9501953125,5901.2998046875,0,6006.4680078125,5591.520009765625,30.951639676398386,-1.5570116488979693,19.119032023827316
2011-01-11,5754.10009765625,5842.60009765625,5698.2001953125,5767.9501953125,0,6001.796005859375,5593.776259765625,31.32805807116695,-20.571033658564374,11.181018887348976
2011-01-12,5863.25,5874.2001953125,5711.2998046875,5800.0498046875,0,5998.707001953125,5596.780258789063,41.90865836903481,-26.526516998732404,3.6395117101327
2011-01-13,5751.89990234375,5857.75,5736.7001953125,5850.75,0,5991.39400390625,5599.2942578125,33.7930521714859,-39.77282635749634,-5.042955903393109
2011-01-14,5654.5498046875,5833.64990234375,5639.64990234375,5752.10009765625,0,5982.105,5601.114506835937,30.59148187972633,-57.463557134149596,-15.527076149544408
2011-01-17,5654.75,5696.14990234375,5624.14990234375,5648.7998046875,0,5971.99,5602.5462573242185,30.67996098838276,-70.65299094125203,-26.552259107885934
2011-01-18,5724.0498046875,5730.5,5671.25,5682.5498046875,0,5960.835,5604.336506347656,31.06630694804184,-74.65324108922414,-36.172455504153575
2011-01-19,5691.0498046875,5747.64990234375,5662.5498046875,5737.35009765625,0,5949.1919921875,5605.918505859375,26.64846251931114,-79.56906965428243,-44.85177833417935
2011-01-20,5711.60009765625,5729.4501953125,5634.5,5656.0,0,5937.392998046875,5607.9542553710935,25.625379578654318,-80.87439265613102,-52.056301198569685
2011-01-21,5696.5,5717.5498046875,5674.5,5692.0498046875,0,5925.808994140625,5609.628005371093,23.17627482805068,-82.18000231213864,-58.08104142128348
2011-01-24,5743.25,5756.0,5697.75,5717.10009765625,0,5916.788994140625,5611.645754394532,27.480453757608586,-78.53704688807557,-62.1722425146419
2011-01-25,5687.39990234375,5801.5498046875,5680.64990234375,5763.2998046875,0,5909.103994140625,5613.468002929688,27.81297227515354,-79.24314889720608,-65.58642379115474
2011-01-27,5604.2998046875,5726.10009765625,5594.9501953125,5725.2998046875,0,5898.75798828125,5615.121501464844,26.280925503307373,-85.52237451343899,-69.5736139356116
2011-01-28,5512.14990234375,5614.39990234375,5459.5498046875,5614.0,0,5889.226982421875,5616.369250488281,27.811390552963587,-96.8183711289239,-75.02256537427407
2011-01-31,5505.89990234375,5526.85009765625,5416.64990234375,5452.5498046875,0,5879.368984375,5617.8805004882815,32.84369404673569,-105.0637431652276,-81.03080093246477
2011-02-01,5417.2001953125,5539.14990234375,5402.0,5537.2998046875,0,5869.9069921875,5618.8160009765625,29.675447438792546,-117.40224497205782,-88.30508974038338
2011-02-02,5432.0,5490.60009765625,5415.64990234375,5469.5498046875,0,5858.3469921875,5619.751501464843,20.64130401541331,-124.5506338203204,-95.55419855637078
2011-02-03,5526.75,5532.64990234375,5418.0,5430.4501953125,0,5850.1869921875,5621.038500976562,34.3177633409221,-121.17343837300086,-100.6780465196968
2011-02-04,5395.75,5556.2998046875,5369.0498046875,5519.89990234375,0,5840.7869921875,5621.496750488282,32.7811174525948,-127.59673608951107,-106.06178443365965
2011-02-07,5396.0,5440.35009765625,5376.9501953125,5430.14990234375,0,5832.7119921875,5621.864499511718,32.785572001606056,-131.1551974219392,-111.08046703131556
2011-02-08,5312.5498046875,5432.35009765625,5303.39990234375,5432.35009765625,0,5823.923984375,5621.885498046875,23.129169711648217,-139.10551521532943,-116.68547666811834
2011-02-09,5253.5498046875,5339.4501953125,5225.64990234375,5293.0498046875,0,5812.39498046875,5622.07599609375,22.36959125497563,-148.4557013472986,-123.0395216039544
2011-02-10,5225.7998046875,5272.60009765625,5196.7998046875,5246.0498046875,0,5799.65697265625,5621.934245605469,19.595672027024463,-156.3032181020053,-129.69226090356457
2011-02-11,5310.0,5319.4501953125,5177.7001953125,5219.64990234375,0,5786.638974609375,5622.094245605469,27.736175115207374,-153.95349948772127,-134.5445086203959
2011-02-14,5456.0,5463.7998046875,5340.25,5340.25,0,5775.524970703125,5623.260495605468,35.15120186094599,-138.71137237410676,-135.37788137113807
2011-02-15,5481.0,5506.5,5408.35009765625,5467.75,0,5765.288974609375,5624.922995605469,38.97907283911799,-123.1944765172957,-132.9412004003696
2011-02-16,5481.7001953125,5504.7998046875,5460.35009765625,5467.60009765625,0,5755.077978515625,5626.706997070312,42.82203692183841,-109.57758268412817,-128.26847685712133
2011-02-17,5546.4501953125,5553.0,5463.39990234375,5501.7001953125,0,5746.475986328125,5628.984997558594,52.074781570072716,-92.49508657342267,-121.1137988003816
2011-02-18,5458.9501953125,5599.25,5441.9501953125,5557.5498046875,0,5737.580986328125,5631.189499511719,47.41423682431397,-85.03734646875637,-113.89850833405656
2011-02-21,5518.60009765625,5526.25,5413.10009765625,5456.60009765625,0,5732.62298828125,5632.814499511719,55.76922328969659,-73.46690435968776,-105.8121875391828
2011-02-22,5469.2001953125,5519.4501953125,5437.2998046875,5504.39990234375,0,5724.859990234375,5634.479750976562,52.036357532486136,-67.5052464343089,-98.15079931820803
2011-02-23,5437.35009765625,5495.2001953125,5427.5498046875,5452.4501953125,0,5715.453994140625,5635.883251953125,44.744276836077105,-64.60588979373551,-91.44181741331354
2011-02-24,5262.7001953125,5423.39990234375,5242.5,5408.75,0,5701.82599609375,5636.302253417969,42.55998733085047,-75.53025056380011,-88.25950404341086
2011-02-25,5303.5498046875,5338.2001953125,5232.75,5321.0498046875,0,5690.05099609375,5637.352502441407,45.05481704667022,-79.96982078320798,-86.60156739137028
2011-02-28,5333.25,5477.0,5308.60009765625,5330.14990234375,0,5677.74099609375,5638.719252929687,51.17481244679341,-80.16753320045791,-85.31476055318781
2011-03-01,5522.2998046875,5533.0498046875,5373.5498046875,5382.0,0,5669.24599609375,5640.999750976563,63.290641012638666,-64.3279498690963,-81.11739841636953
2011-03-03,5536.2001953125,5570.75,5468.25,5478.4501953125,0,5659.957001953125,5644.082502441406,65.56359455624292,-50.076074789035374,-74.90913369090269
2011-03-04,5538.75,5608.2001953125,5524.10009765625,5586.2001953125,0,5651.04400390625,5647.038251953125,62.49249351749237,-38.13600505278737,-67.55450796327963
2011-03-07,5463.14990234375,5491.25,5408.4501953125,5490.0498046875,0,5640.707001953125,5649.698251953125,50.422996105420005,-34.37742823425742,-60.919092017475194
2011-03-08,5520.7998046875,5530.5498046875,5464.75,5466.10009765625,0,5630.89099609375,5652.5825,52.26702059370296,-26.442056144063827,-54.02368484279292
2011-03-09,5531.0,5563.2998046875,5477.4501953125,5542.39990234375,0,5621.548994140625,5656.20375,52.778080442881596,-19.1098595112162,-47.04091977647758
2011-03-10,5494.39990234375,5516.2998046875,5468.4501953125,5516.10009765625,0,5611.5169921875,5659.08875,46.97082588109726,-16.067150742832382,-40.84616596974854
2011-03-11,5445.4501953125,5502.7001953125,5411.5498046875,5456.14990234375,0,5599.218994140625,5661.300500488282,49.17743075637812,-17.404980607783727,-36.157928897355575
2011-03-14,5531.5,5537.2998046875,5434.25,5436.5,0,5587.8119921875,5663.625251464844,50.76150589022025,-11.390418668127495,-31.20442685150996
2011-03-15,5449.64990234375,5497.85009765625,5373.64990234375,5420.0,0,5574.114990234375,5665.442001953125,48.88849283748438,-13.077702218831291,-27.579081924974226
2011-03-16,5511.14990234375,5535.10009765625,5475.9501953125,5475.9501953125,0,5561.185986328125,5668.146750488281,54.05895041238863,-9.344631471162756,-23.932191834211935
2011-03-17,5446.64990234375,5510.0498046875,5435.2998046875,5455.39990234375,0,5547.191982421875,5670.280749511719,61.51197036636845,-11.458668560924707,-21.43748717955449
2011-03-18,5373.7001953125,5483.0498046875,5366.39990234375,5475.35009765625,0,5533.069990234375,5671.596750488281,54.220588840122446,-18.803732157265586,-20.910736175096712
2011-03-21,5364.75,5413.2998046875,5348.2001953125,5408.75,0,5519.399990234375,5672.743000488281,51.94372501497444,-25.058099761580706,-21.74020889239351
2011-03-22,5413.85009765625,5428.14990234375,5376.14990234375,5390.85009765625,0,5509.584990234375,5674.6422509765625,41.910965075531166,-25.755866023021554,-22.54334031851912
2011-03-23,5480.25,5484.9501953125,5401.9501953125,5411.39990234375,0,5503.93298828125,5677.1080004882815,46.129886868108265,-20.712176542049747,-22.17710756322525
2011-03-24,5522.39990234375,5529.0,5496.10009765625,5501.7998046875,0,5499.298984375,5679.718500976563,48.92779172806608,-13.162146402276448,-20.37411533103549
2011-03-25,5654.25,5667.10009765625,5560.9501953125,5588.64990234375,0,5495.118984375,5682.596750488281,61.67095187741137,3.421071855334958,-15.6150778937614
2011-03-28,5687.25,5709.10009765625,5643.2001953125,5645.25,0,5493.825986328125,5685.43625,60.48109289429313,19.007113830895833,-8.690639548829955
2011-03-29,5736.35009765625,5770.35009765625,5680.7001953125,5686.5,0,5495.4619921875,5688.129499511719,62.326680465987955,34.918611900213364,0.03121074097870924
2011-03-30,5787.64990234375,5803.14990234375,5753.89990234375,5755.7998046875,0,5498.119990234375,5690.955998535156,67.29783535120674,51.07924452902262,10.240817498587491
2011-03-31,5833.75,5872.0,5778.64990234375,5803.0498046875,0,5500.313994140625,5693.957998046875,72.98176458688553,66.8361098543246,21.559875969734914
2011-04-01,5826.0498046875,5860.2001953125,5810.39990234375,5835.0,0,5503.013994140625,5696.7139965820315,69.21519535704502,77.80530659589385,32.8089620949667
2011-04-04,5908.4501953125,5918.7001953125,5833.2001953125,5842.0,0,5506.95099609375,5699.943247070312,79.90873539056427,92.08598698064634,44.664367072102635
2011-04-05,5910.0498046875,5928.64990234375,5855.85009765625,5923.85009765625,0,5511.2219921875,5702.726997070313,78.20674920466999,102.35274544327967,56.202042746338044
2011-04-06,5891.75,5944.4501953125,5868.7998046875,5908.0,0,5514.1919921875,5705.602998046875,83.67379054511818,107.77027554071901,66.51568930521424
2011-04-07,5885.7001953125,5906.10009765625,5866.25,5888.5498046875,0,5518.157998046875,5708.415749511719,93.0976430976431,110.30402238796341,75.27335592176408
2011-04-08,5842.0,5926.9501953125,5822.0,5886.75,0,5522.912001953125,5711.022749023437,87.95228628230616,107.546070321554,81.72789880172206
2011-04-11,5785.7001953125,5830.2998046875,5777.89990234375,5805.35009765625,0,5528.3830078125,5713.606000976562,79.23581012342362,99.66853291187181,85.31602562375201
2011-04-13,5911.5,5923.60009765625,5735.5498046875,5747.9501953125,0,5536.495009765625,5716.496000976563,81.00958094933137,102.39616143591593,88.7320527861848
2011-04-15,5824.5498046875,5907.35009765625,5806.4501953125,5898.75,0,5544.642001953125,5719.338000488281,70.4113991900131,96.43008659152565,90.27165954725297
2011-04-18,5729.10009765625,5897.89990234375,5722.25,5824.35009765625,0,5550.58400390625,5721.421000976563,55.31795023725455,83.04267141930632,88.82586192166363
2011-04-19,5740.75,5762.9501953125,5693.25,5716.0,0,5554.86400390625,5723.867751464843,53.919991642541184,72.53693753778953,85.56807704488881
2011-04-20,5851.64990234375,5857.35009765625,5759.64990234375,5786.0498046875,0,5563.982001953125,5726.940500488281,57.74656851166575,72.32603354364892,82.91966834464083
2011-04-21,5884.7001953125,5912.89990234375,5864.35009765625,5882.85009765625,0,5573.756005859375,5730.184501953125,56.68436752771995,73.97305767630405,81.13034621097347
2011-04-25,5874.5,5906.60009765625,5857.0,5859.60009765625,0,5584.995009765625,5733.111752929687,52.95268542380462,73.60677259660224,79.62563148809923
2011-04-26,5868.39990234375,5893.2001953125,5791.5498046875,5876.85009765625,0,5597.29201171875,5736.248251953125,53.07575827425893,71.99435601062123,78.09937639260363
2011-04-27,5833.89990234375,5892.35009765625,5819.9501953125,5884.2001953125,0,5609.454013671875,5738.933500976563,44.18075306152785,67.15848140894832,75.91119739587258
2011-04-28,5785.4501953125,5856.39990234375,5776.9501953125,5851.35009765625,0,5618.963017578125,5741.098500976563,40.93688423164185,58.73941805290542,72.47684152727915
2011-04-29,5749.5,5804.2998046875,5706.0498046875,5782.5,0,5624.833017578125,5742.931000976562,39.91206017970251,48.60606886808182,67.70268699543969
2011-05-02,5701.2998046875,5775.25,5687.7001953125,5766.89990234375,0,5629.239013671875,5744.434250488282,37.66057665791438,36.26789003603335,61.41572760355842
2011-05-03,5565.25,5710.7998046875,5554.85009765625,5689.7001953125,0,5630.910009765625,5745.3297509765625,33.517952213507286,15.334940548262239,52.19957019249919
2011-05-04,5537.14990234375,5578.7998046875,5503.0,5567.7001953125,0,5630.72400390625,5746.121750488282,34.682919636865876,-3.4818788412094364,41.063280385757466
2011-05-05,5459.85009765625,5560.2998046875,5443.64990234375,5531.60009765625,0,5630.742001953125,5746.451501464844,20.397204920640306,-24.351087809842284,27.980406746637517
2011-05-06,5551.4501953125,5564.39990234375,5472.4501953125,5477.64990234375,0,5631.39900390625,5747.276501464844,32.20849450325734,-33.11697208551141,15.760930980207732
2011-05-09,5551.10009765625,5586.0498046875,5502.39990234375,5575.2001953125,0,5633.037001953125,5748.192001953125,36.76383874237879,-39.63535676312313,4.68167343154156
2011-05-10,5541.25,5592.89990234375,5514.5498046875,5555.5498046875,0,5635.115,5748.901501464844,35.12527395714254,-45.07643110405115,-5.269947475576982
2011-05-11,5565.0498046875,5574.7001953125,5525.0,5547.2001953125,0,5641.1619921875,5749.5169995117185,25.44131466792301,-46.92712964561542,-13.601383909584673
2011-05-12,5486.14990234375,5572.5,5476.2998046875,5537.7998046875,0,5644.813994140625,5749.702248535156,18.336360441272433,-54.13633433499672,-21.708373994667085
2011-05-13,5544.75,5605.0,5472.14990234375,5492.35009765625,0,5649.043994140625,5750.332998046875,25.67318332718554,-54.49298167934103,-28.265295531601875
2011-05-16,5499.0,5541.7998046875,5487.64990234375,5541.7001953125,0,5648.577998046875,5750.6749975585935,24.254254765234975,-57.80097624622704,-34.17243167452691
2011-05-17,5438.9501953125,5523.85009765625,5421.0498046875,5496.10009765625,0,5646.632998046875,5750.881999511719,23.42015863971278,-64.52430710707904,-40.24280676103734
2011-05-18,5420.60009765625,5460.5,5401.25,5448.2001953125,0,5644.27,5750.940500488281,24.409058871154997,-70.52037973580082,-46.29832135599004
2011-05-19,5428.10009765625,5452.60009765625,5411.25,5448.14990234375,0,5643.56900390625,5751.243000488281,26.51958297750295,-73.81621578695467,-51.80190024218297
2011-05-20,5486.35009765625,5517.5498046875,5432.75,5450.64990234375,0,5642.880009765625,5751.516501464844,34.52373837479513,-70.91048943629721,-55.62361808100582
2011-05-23,5386.5498046875,5456.7001953125,5373.0,5456.7001953125,0,5639.991005859375,5751.251501464843,36.42508794549531,-75.78710339341796,-59.65631514348826
2011-05-24,5394.85009765625,5422.60009765625,5367.4501953125,5385.10009765625,0,5638.000009765625,5750.886501464844,38.8549719911522,-78.08201000740428,-63.341454116271464
2011-05-25,5348.9501953125,5389.10009765625,5328.7001953125,5389.10009765625,0,5636.070009765625,5750.395751953125,40.864924783028734,-82.6517209602298,-67.20350748506314
2011-05-26,5412.35009765625,5422.2001953125,5356.35009765625,5372.75,0,5633.68701171875,5750.261252441406,37.98375714853343,-80.2325368079828,-69.80931334964708
2011-05-27,5476.10009765625,5485.7998046875,5413.60009765625,5413.7001953125,0,5634.216015625,5750.211003417969,44.160699377901594,-72.33736361966294,-70.31492340365025
2011-05-30,5473.10009765625,5509.2998046875,5458.60009765625,5493.75,0,5633.45501953125,5750.273002929687,44.63682286387073,-65.56664543941679,-69.36526781080357
2011-06-01,5592.0,5597.35009765625,5559.4501953125,5561.0498046875,0,5636.362021484375,5751.130002441406,51.84476611036911,-50.02986097516987,-65.49818644367683
2011-06-02,5550.35009765625,5568.2001953125,5521.9501953125,5529.89990234375,0,5639.89501953125,5751.799501953125,54.630710994214155,-40.60952506080139,-60.52045416710174
2011-06-03,5516.75,5604.9501953125,5507.2001953125,5565.7001953125,0,5642.93501953125,5752.1227514648435,47.90481952890592,-35.44648305988994,-55.50565994565939
2011-06-06,5532.0498046875,5542.64990234375,5479.85009765625,5504.2998046875,0,5645.299013671875,5752.691501464844,52.59112541650333,-29.776918918180854,-50.35991174016369
2011-06-07,5556.14990234375,5570.10009765625,5507.7998046875,5509.14990234375,0,5646.81701171875,5753.401501464844,59.737425222335,-23.073099690209347,-44.902549330172825
2011-06-08,5526.85009765625,5556.60009765625,5514.89990234375,5535.25,0,5646.906015625,5753.640002441406,58.669930640554874,-19.895184718120618,-39.90107640776238
2011-06-09,5521.0498046875,5540.10009765625,5502.0498046875,5523.5498046875,0,5644.24201171875,5753.544250488281,57.60573295691093,-17.641340977176696,-35.449129321645245
2011-06-10,5485.7998046875,5521.4501953125,5457.4501953125,5518.0498046875,0,5640.2130078125,5753.32,49.953210382230075,-18.48643387555603,-32.0565902324274
2011-06-13,5482.7998046875,5496.7001953125,5436.9501953125,5469.85009765625,0,5635.142001953125,5753.016499023437,59.796437659033074,-19.177188324423696,-29.480709850826663
2011-06-14,5500.5,5520.14990234375,5484.2001953125,5485.60009765625,0,5629.39900390625,5752.9934985351565,60.55127563684313,-18.08785285830072,-27.202138452321478
2011-06-15,5447.5,5499.35009765625,5438.9501953125,5494.4501953125,0,5621.67400390625,5752.919248046875,59.704559791974404,-21.256175751130286,-26.012945912083243
2011-06-16,5396.75,5447.5,5389.7998046875,5419.64990234375,0,5613.0880078125,5752.513498535156,48.424551143284035,-27.544677439231236,-26.319292217512842
2011-06-17,5366.39990234375,5421.14990234375,5355.85009765625,5412.5,0,5602.247001953125,5752.301997070313,38.11997521050973,-34.57875717953175,-27.971185209916626
2011-06-20,5257.89990234375,5377.39990234375,5195.89990234375,5372.2001953125,0,5589.20400390625,5751.514245605469,31.029608497054994,-48.35099905948755,-32.04714797983081
2011-06-21,5275.85009765625,5322.4501953125,5257.0,5280.7998046875,0,5576.886005859375,5750.881496582031,16.09656072327337,-57.158284107920736,-37.0693752054488
2011-06-22,5278.2998046875,5310.5,5262.5,5304.64990234375,0,5564.737998046875,5749.913745117187,18.147745423902848,-63.21178397975109,-42.29785696030926
2011-06-23,5320.0,5330.60009765625,5252.25,5269.10009765625,0,5554.297998046875,5749.082995605469,27.392873333123873,-63.90768101702906,-46.61982177165322
2011-06-24,5471.25,5477.85009765625,5343.39990234375,5343.39990234375,0,5548.008994140625,5749.04224609375,44.67696180107283,-51.65907976683775,-47.62767337069013
2011-06-27,5526.60009765625,5552.64990234375,5434.25,5441.2001953125,0,5540.31099609375,5748.790495605469,47.54712576219142,-37.05849743850467,-45.513838184253046
2011-06-28,5545.2998046875,5558.2998046875,5496.35009765625,5548.85009765625,0,5534.72599609375,5748.496994628907,51.558909320450034,-23.705261179472473,-41.15212278329693
2011-06-29,5600.4501953125,5608.64990234375,5566.5,5566.5,0,5532.152998046875,5748.459995117188,56.192506477660636,-8.573717152543395,-34.63644165714622
2011-06-30,5647.39990234375,5657.89990234375,5606.10009765625,5614.5,0,5530.28599609375,5748.496745605469,62.37745290533945,7.124463112101694,-26.284260703296642
2011-07-01,5627.2001953125,5705.7998046875,5609.75,5705.75,0,5525.797001953125,5747.832746582031,60.77614855410448,17.731044090603973,-17.48119974451652
2011-07-04,5650.5,5679.64990234375,5633.10009765625,5679.5498046875,0,5521.112998046875,5747.107497558593,61.1012497578829,27.697654130419323,-8.44542896952935
